,Unnamed: 0,SU_ID,P_PANEL,NATIONAL_WEIGHT,REGION_WEIGHT,NATIONAL_WEIGHT_POP,REGION_WEIGHT_POP,P_GEO,SOC1,SOC2A,SOC2B,SOC3A,SOC3B,SOC4A,SOC4B,PHYS8,PHYS1A,PHYS1B,PHYS1C,PHYS1D,PHYS1E,PHYS1F,PHYS1G,PHYS1H,PHYS1I,PHYS1J,PHYS1K,PHYS1L,PHYS1M,PHYS1N,PHYS1O,PHYS1P,PHYS1Q,SOC5A,SOC5B,SOC5C,SOC5D,SOC5E,PHYS2_1,PHYS2_2,PHYS2_3,PHYS2_4,PHYS2_5,PHYS2_6,PHYS2_7,PHYS2_8,PHYS2_9,PHYS2_10,PHYS2_11,PHYS2_12,PHYS2_13,PHYS2_14,PHYS2_15,PHYS2_16,PHYS2_17,PHYS2_18,PHYS2_19,PHYS2_DK,PHYS2_SKP,PHYS2_REF,PHYS10A,PHYS10B,PHYS10C,PHYS10D,PHYS10E,ECON8A,ECON8B,ECON8C,ECON8D,ECON8E,ECON8F,ECON8G,ECON8H,ECON8I,ECON8J,ECON8K,ECON8L,ECON8M,ECON8N,ECON8O,ECON8P,ECON8Q,ECON8R,ECON8S,ECON7_1,ECON7_2,ECON7_3,ECON7_4,ECON7_5,ECON7_6,ECON7_7,ECON7_8,ECON7_DK,ECON7_SKP,ECON7_REF,ECON1,ECON2,ECON4,ECON3,ECON4A,ECON4B,ECON6A,ECON6B,ECON6C,ECON6D,ECON6E,ECON6F,ECON6G,ECON6H,ECON6I,ECON6J,ECON6K,ECON6L,ECON5A_A,ECON5A_B,PHYS7_1,PHYS7_2,PHYS7_3,PHYS7_4,PHYS7_DK,PHYS7_SKP,PHYS7_REF,PHYS11,PHYS11_TEMP,PHYS9A,PHYS9B,PHYS9C,PHYS9D,PHYS9E,PHYS9F,PHYS9G,PHYS9H,PHYS3A,PHYS3B,PHYS3C,PHYS3D,PHYS3E,PHYS3F,PHYS3G,PHYS3H,PHYS3I,PHYS3J,PHYS3K,PHYS3L,PHYS3M,PHYS4,PHYS5,PHYS6,AGE4,AGE7,GENDER,RACETH,RACE_R2,HHINCOME,EDUCATION,EDUC4,P_OCCUPY2,HHSIZE1,HH01S,HH25S,HH612S,HH1317S,HH18OVS,REGION4,REGION9,P_DENSE,MODE,LANGUAGE,MAIL50,RACE1_BANNER,RACE2_BANNER,INC_BANNER,AGE_BANNER,HH_BANNER
26,27,20045430,ABS,,0.9447290482,,1891.0786005,Montana,1,3,3,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,4,4,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,5,4,4,3,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,,77,20,1,1,3,3,3,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,6,2,88,1,"$10,000 to under $20,000",3,3,,1,0,0,0,0,1,4,8,1,1,1,1,88,,1,3,1
27,28,20046430,ABS,,0.2939925519,,1359.8447641,"Pittsburgh, Pennsylvania",3,2,1,2,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,4,3,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,1,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,4,6,2,1,1,"$75,000 to under $100,000",6,4,,2,0,0,0,0,2,1,2,3,2,1,1,1,,3,3,2
28,29,20050409,ABS,,0.2431165312,,3322.6090407,"Phoenix-Mesa-Chandler, Arizona",3,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,4,4,3,4,4,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,3,,2,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.6,98,1,98,98,1,98,98,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,1,1,"$50,000 to under $75,000",5,4,,2,0,0,0,0,2,4,8,3,2,1,2,1,,3,3,2
29,30,20050923,ABS,,0.5578890733,,2324.9748898,"Columbus, Ohio",1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,3,3,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,77,2,1,1,0,1,0,0,0,0,0,0,0,0,1,6,,15,1,1,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,6,1,1,1,"$100,000 to under $150,000",6,4,,1,0,0,0,0,1,2,3,3,1,1,1,1,,3,3,1
30,31,20051205,ABS,,0.8343146303,,11402.356389,"Phoenix-Mesa-Chandler, Arizona",2,1,1,1,1,2,98,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,4,3,4,4,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,,1,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,2,1,1,"$75,000 to under $100,000",4,3,,1,0,0,0,0,1,4,8,3,2,1,2,1,,3,2,1
31,32,20051992,ABS,,1.6418557087,,20349.722057,"Atlanta-Sandy Springs-Alpharetta, Georgia",2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,4,5,5,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,20,,36,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,"$150,000 or more",6,4,,4,1,1,0,0,2,3,5,3,2,1,4,1,,4,2,3
32,33,20052152,ABS,,0.184970393,,2527.9412181,"Phoenix-Mesa-Chandler, Arizona",2,3,3,2,2,1,1,2,98,98,1,98,98,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,35,,8,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,5,2,1,1,"$150,000 or more",6,4,,2,0,0,0,0,2,4,8,3,2,1,2,1,,4,2,2
33,34,20054249,ABS,,0.5896678843,,1866.9442821,"Cleveland-Elyria, Ohio",3,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,5,1,5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,20,,40,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.1,2,2,2,1,2,2,2,1,77,77,77,1,77,77,1,1,2,2,1,2,1,2,2,2,2,3,2,1,1,"$150,000 or more",5,4,,4,0,0,1,1,2,2,3,3,2,1,1,1,,4,2,3
34,35,20055590,ABS,,0.3367362169,,5348.1188197,"Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",4,2,1,1,2,2,1,3,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,3,,7,23,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,1,2,2,2,77,77,1,1,77,2,2,2,2,2,2,2,2,3,5,2,1,1,"$100,000 to under $150,000",3,3,,5,0,0,0,1,4,2,3,3,2,1,2,1,,4,2,3
35,36,20056310,ABS,,0.3998693384,,1849.5714353,"Pittsburgh, Pennsylvania",2,5,5,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,40,,40,4,5,4,4,4,2,4,2,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,1,1,2,2,2,77,1,77,2,2,2,1,77,2,77,77,77,1,2,2,2,4,6,1,1,1,"$75,000 to under $100,000",5,4,,1,0,0,0,0,1,1,2,3,2,1,1,1,,3,3,1
36,37,20056993,ABS,,0.1534925376,,5359.636105,Florida,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,4,4,4,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,4,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.5,1,98,98,98,1,98,98,98,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,4,7,1,1,1,"$150,000 or more",5,4,,2,0,0,0,0,2,3,5,3,2,1,2,1,,4,3,2
37,38,20061727,ABS,,2.1309718382,,71875.238073,New York,1,2,2,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,5,5,5,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,99.6,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,7,2,1,1,"$10,000 to under $20,000",2,2,,2,0,0,0,0,2,1,2,3,1,1,3,1,,1,3,2
38,39,20068437,ABS,,0.5642121829,,19030.230358,New York,2,3,3,2,2,2,2,2,98,98,98,98,1,98,98,98,1,2,2,2,2,1,2,2,1,4,3,2,3,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,3,2,4,4,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,10,,10,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98,2,1,2,2,1,2,2,1,77,77,77,77,2,2,1,2,2,1,2,2,2,2,2,2,4,5,2,1,1,"$50,000 to under $75,000",6,4,,1,0,0,0,0,1,1,2,3,2,1,3,1,,2,2,1
39,40,20068671,ABS,,0.4175503422,,964.18438988,"Birmingham-Hoover, Alabama",2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,3,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,3,1,1,1,1,1,1,1,1,2,1,1,1,98,1,1,1,1,1,1,1,1,2,1,0,1,1,0,1,0,1,0,0,0,0,2,,,18,4,4,98,3,4,4,4,4,2,4,1,4,4,4,3,3,0,0,0,1,0,0,0,1,97.9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,5,2,1,1,"$30,000 to under $40,000",5,4,,4,0,0,0,0,4,3,6,3,2,1,2,1,,2,2,5
40,41,20068804,ABS,,1.1480691744,,56892.309295,California,2,4,4,3,3,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,4,4,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,98,98,98,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,5,1,4,2,"$20,000 to under $30,000",6,4,,1,0,0,0,0,1,4,9,3,2,1,2,4,,1,2,1
41,42,20074032,ABS,,0.2116568053,,3076.2860297,Missouri,3,77,3,2,3,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,5,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,,2,0,5,5,4,1,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.8,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,4,6,2,88,1,"$10,000 to under $20,000",6,4,,2,0,0,0,0,2,2,4,3,2,1,3,88,,1,3,2
42,43,20075195,ABS,,1.4528371492,,2908.1663659,Montana,1,5,5,2,2,2,2,4,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,4,4,4,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,3,,8,40,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,77,2,1,2,2,2,2,3,1,88,1,"$75,000 to under $100,000",3,3,,2,0,0,0,0,2,4,8,2,2,1,1,88,,3,2,2
43,44,20076663,ABS,,0.6093203962,,4747.8602857,Oregon,1,5,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,5,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,2,,,20,3,3,4,1,4,4,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.7,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,88,2,"$20,000 to under $30,000",5,4,,1,0,0,0,0,1,4,9,3,2,1,1,88,,1,2,1
44,45,20076739,ABS,,1.3393145334,,4240.3964618,"Cleveland-Elyria, Ohio",4,4,5,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,3,2,3,1,1,1,2,2,2,2,1,1,1,1,77,1,1,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,,4,45,2,2,4,1,4,4,4,1,4,4,4,4,1,4,2,2,0,0,0,1,0,0,0,1,98.6,2,2,2,2,2,2,2,2,98,2,2,2,2,2,2,2,2,2,2,77,2,2,2,2,2,2,2,1,1,"$10,000 to under $20,000",3,3,,2,0,0,1,0,1,2,3,3,2,1,1,1,,1,2,3
45,46,20077076,ABS,,0.2187922552,,12562.965191,Texas,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,3,1,5,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.8,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,6,1,1,1,"$75,000 to under $100,000",5,4,,2,0,0,0,0,2,3,7,3,2,1,2,1,,3,3,2
46,47,20079227,ABS,,0.8410014363,,1941.994473,"Birmingham-Hoover, Alabama",3,2,3,1,1,2,2,3,2,2,2,2,2,98,98,1,98,2,2,2,2,98,98,1,98,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,2,4,4,3,3,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3,,1,16,4,3,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.6,1,2,2,2,1,2,2,1,1,1,2,2,77,1,2,2,2,2,2,2,1,2,2,2,4,7,2,2,2,"$40,000 to under $50,000",3,3,,2,0,0,0,0,2,3,6,3,2,1,2,2,,2,3,2
47,48,20079464,ABS,,0.6268643108,,2612.425752,"Columbus, Ohio",2,4,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,3,,1,0,5,5,4,4,4,98,4,1,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,2,1,1,1,1,2,2,1,1,2,2,2,98,2,1,2,2,2,2,2,2,2,2,3,4,1,1,1,"$150,000 or more",3,3,,2,0,0,0,0,2,2,3,3,2,1,1,1,,4,2,2
48,49,20079657,ABS,,4.7382883171,,49384.525688,Colorado,3,4,2,98,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,4,2,4,1,3,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,,,45,1,98,1,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,"$75,000 to under $100,000",2,2,,5,0,0,1,0,4,4,8,3,2,1,3,3,,3,2,3
49,50,20082504,ABS,,0.4592307613,,5015.2940223,Minnesota,2,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,3,3,4,4,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,40,,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,3,2,1,1,"$100,000 to under $150,000",6,4,,2,0,0,0,0,2,2,4,3,1,1,2,1,,3,2,2
50,51,20082633,ABS,,0.110203038,,3848.057963,Florida,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.8,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,1,1,1,"$150,000 or more",7,4,,2,0,0,0,0,2,3,5,3,2,1,2,1,,4,3,2
51,52,20084505,ABS,,1.5026320441,,6262.1441042,"Columbus, Ohio",2,3,3,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,5,4,3,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,16,,32,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,3,2,"$10,000 to under $20,000",4,3,,2,0,0,0,0,2,2,3,3,2,1,1,3,,1,2,2
52,53,20085597,ABS,,0.8297099922,,1660.8431951,Montana,4,2,3,1,2,1,1,3,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,3,3,3,3,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,4,6,2,88,1,"$150,000 or more",4,3,,2,0,0,0,0,2,4,8,1,2,1,1,88,,4,3,2
53,54,20087772,ABS,,0.4897124287,,1130.8171294,"Birmingham-Hoover, Alabama",2,5,3,1,1,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,5,1,3,1,3,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,0,0,1,0,1,0,1,0,0,0,0,1,30,,40,1,1,4,1,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,4,2,REFUSED,3,3,,2,0,0,0,0,2,3,6,3,1,1,2,5,,,2,2
54,55,20088685,ABS,,0.3258621591,,2539.1370672,Oregon,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,3,2,3,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1,40,,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,4,1,88,1,"$50,000 to under $75,000",5,4,,2,0,0,0,0,2,4,9,3,2,1,1,88,,2,2,2
55,56,20088913,ABS,,0.6270845583,,1985.4090103,"Cleveland-Elyria, Ohio",3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4,4,3,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,1,1,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,98,,1,98,98,98,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,1,1,"$50,000 to under $75,000",3,3,,3,0,0,0,0,3,2,3,3,2,1,1,1,,3,2,5
56,57,20092297,ABS,,0.4910563004,,2271.3512117,"Pittsburgh, Pennsylvania",2,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,2,1,2,2,98,1,2,1,2,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,45,,50,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,1,"$100,000 to under $150,000",4,3,,1,0,0,0,0,1,1,2,3,2,1,1,1,,3,2,1
57,58,20095423,ABS,,0.2318963145,,2532.5572634,Minnesota,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,5,5,3,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3,,3,40,2,3,3,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,4,2,1,1,"$40,000 to under $50,000",5,4,,2,0,0,0,0,2,2,4,3,2,1,2,1,,2,2,2
58,59,20095885,ABS,,0.3177771504,,1324.3204259,"Columbus, Ohio",2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,5,5,5,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.5,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,7,2,1,1,"$100,000 to under $150,000",5,4,,1,0,0,0,0,1,2,3,3,2,1,1,1,,3,3,1
